ID,MessageName,Message
CA2001,System.Runtime.InteropServices.SafeHandle.DangerousGetHandle,Remove the call to SafeHandle.DangerousGetHandle from {0}.
CA2001,System.Reflection.Assembly.LoadFrom,Remove the call to Assembly.LoadFrom from {0}.
CA2001,System.Reflection.Assembly.LoadFile,Remove the call to Assembly.LoadFile from {0}.
CA2001,System.Reflection.Assembly.LoadWithPartialName,Remove the call to Assembly.LoadWithPartialName from {0}.
CA2002,Default,{0} locks on a reference of type {1}. Replace this with a lock against an object with strong-identity.
CA2003,Default,Method {0} calls the native method {1}. Remove this call because it is inappropriate for managed threads.
CA2004,Default,{0} contains one or more calls to GC.KeepAlive(object) that should be removed (after converting to SafeHandle to encapsulate the unmanaged resource).
CA2006,Default,Review usage of {0} (a {1} instance) to determine whether it should be replaced with a SafeHandle or CriticalHandle.
CA5350,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure hashing function. Hash collisions are computationally feasible for the MD5 and HMACMD5 algorithms and are banned by the SDL. Replace this usage with a SHA-2 family hash algorithm (SHA512, SHA384, SHA256)."
CA5351,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure encryption algorithm that is banned by the SDL. Replace this usage with an AES encryption algorithm (AES-256, AES-192 and AES-128 are acceptable) with a key length greater than or equal to 128 bits."
CA5352,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure encryption algorithm that is banned by the SDL. Replace this usage with an AES encryption algorithm (AES-256, AES-192 and AES-128 are acceptable) with a key length greater than or equal to 128 bits."
CA5353,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure encryption algorithm that is banned by the SDL. Replace this usage with an AES encryption algorithm (AES-256, AES-192 and AES-128 are acceptable) with a key length greater than or equal to 128 bits."
CA5354,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure hashing function. Hash collisions are computationally feasible for the SHA-1 and SHA-0 algorithms and are banned by the SDL. Replace this usage with a SHA-2 family hash algorithm (SHA512, SHA384, SHA256)."
CA5355,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure hashing function. Hash collisions are computationally feasible for the RIPEMD hash algorithms and are banned by the SDL. Replace this usage with a SHA-2 family hash algorithm (SHA512, SHA384, SHA256)."
CA5356,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure signature-creation mechanism that is banned by the SDL. Replace this usage with RSA or Diffie-Hellman with a key length greater than or equal to 2048-bits, or ECDSA or ECDH with a key length greater than or equal 256 bits."
CA5357,Default,"{0} calls into an instance of the {1} type, which implements a cryptographically insecure encryption algorithm that is banned by the SDL. Replace this usage with an AES encryption algorithm (AES-256, AES-192 and AES-128 are acceptable) with a key length greater than or equal to 128 bits."
CA2102,Default,"{0} is defined in an assembly that is not marked RuntimeCompatibility(WrapNonExceptionThrows = true) and defines a catch(Exception) handler that is not matched with a generic catch clause (catch{{}} in C#, catch(System::Object*){{}} in mc++) for non-CLSCompliant exceptions. Either mark the assembly as RuntimeCompatibility(WrapNonExceptionThrows = true), eliminate the catch(Exception) clause by catching a specific set of Exceptions or add a generic catch handler that duplicates the code contained within the catch(Exception) handler."
CA2103,ClassMember,"Review the following for a possible security vulnerability: In {0}, the class member {1} is being passed to a {2} constructor."
CA2103,Parameter,Review the following for a possible security vulnerability: Parameter {0} of {1} is being passed to a {2} constructor.
CA2103,MethodCall,"Review the following for a possible security vulnerability: In {0}, the return value of a call to {1} is being passed to a {2} constructor."
CA2104,Default,"Remove the read-only designation from {0} or change the field to one that is an immutable reference type. If the reference type {1} is, in fact, immutable, exclude this message."
CA2105,Default,"Either replace {0} with a strongly typed collection that cannot be changed, or replace the public field with a method that returns a clone of a private array."
CA2106,Default,"Consider adding a security demand to {0}. This method is accessible from outside its assembly, and might therefore provide a way to circumvent security protection."
CA2106,Stack,Consider adding a security demand to {0}. The following call stack might expose a way to circumvent security protection: {1}
CA2107,Default,{0} uses a permission Deny or PermitOnly. Use of Deny or PermitOnly should be carefully reviewed.
CA2108,Type,Remove the demand or link demand from {0} because it will not prevent the struct from being instantiated. Place the demand on a parameterized constructor instead and make sure that the initial state of the structure is detectably valid or invalid (the struct will only be initialized with default values if the security demand is not satisfied).
CA2108,Constructor,The demand or link demand on {0} will not prevent the struct from being instantiated but it will only be initialized with default values if the security demand is not satisfied. Make sure that the initial state of the structure is detectably valid or invalid.
CA2109,Security,Consider making {0} not externally visible or ensure that it is benign code.
CA2109,Default,Consider making {0} not externally visible.
CA2111,Default,Make {0} private.
CA2112,Default,"{0} has a LinkDemand or Demand, and exposes the field {1}. Fields cannot be protected by LinkDemands or Demands. To remove this vulnerability, make the field private and expose a property that has security applied to it."
CA2114,Default,Apply {0} security checks that currently exist at the type level only to method {1} as well.
CA2115,Default,Add a call to GC.KeepAlive(this) at the end of method {0}.
CA2116,Default,"The method {0} is defined in an assembly that has AllowPartiallyTrustedCallersAttribute and calls {1}, which is defined in an assembly ({2}) that does not. Review the called methods to ensure they cannot be used in a destructive manner if called by malicious code."
CA2117,Default,"Do one of the following: 1) Remove the AllowPartiallyTrustedCallersAttribute from {0}. 2) If the attribute is necessary, verify that {0} does not expose any protected members of inherited types. 3) Add AllowPartiallyTrustedCallersAttribute to the base type {1}, if you can ensure that this will not have negative implications on security."
CA2118,PlatformInvokeVisible,"Review declarative security for {0} and its callers for potential vulnerabilities. This method is accessible from outside its assembly, and might therefore provide a way to circumvent security protection. Consider removing SuppressUnmanagedCodeSecurity from the method or make it private and wrap it with a public method that demands a permission appropriate to the P/Invoke functionality and security risk."
CA2118,PlatformInvokeStack,Review declarative security for {0} and its callers for potential vulnerabilities. The following call stack might expose a way to circumvent security protection: {1}
CA2118,Default,Member {0} is marked with SuppressUnmanagedCodeSecurityAttribute. Make sure this does not result in a security vulnerability.
CA2118,Type,Remove SuppressUnmanagedCodeSecurityAttribute from {0} or ensure its use does not result in a security vulnerability.
CA2119,Default,"{0} is an overridable method that satisfies a member on the private interface '{1}'. Mark the method as final, implement it explicitly or seal its declaring type {2}."
CA2120,Default,Security demands were found on {0}. Mark the serialization constructor for this type with the declarative form of the same demand(s).
CA2121,Default,Declare an explicit static constructor for '{0}'.
CA2122,Default,"{0} calls into {1} which has a LinkDemand. By making this call, {1} is indirectly exposed to user code. Review the following call stack that might expose a way to circumvent security protection: {2}"
CA2124,Default,Wrap the finally clause in {0} that calls {1} in an outer try block with an associated catch that simply rethrows.
CA2126,Default,{0} has one or more overridable methods with link demands that are not matched by an inheritance demand. Apply appropriate inheritance demands to the type.
CA2126,Extended,{0} has one or more overridable methods with link demands that are not matched by an inheritance demand. Apply the following inheritance demands to the type: {1}
CA3050,Default,"System.Xml.Xsl.XslTransform is obsolete and unsafe, replace instances with System.Xml.Xsl.XslCompiledTransform."
CA3053,XslCompiledTransformTransformWrongOverload,"{0} calls {1}, an overload which does not accept an explicit XmlResolver argument. This usage is potentially unsafe as untrusted external XML resources may be resolved during the transform operation. Replace this usage with a call to an XslCompiledTransform.Transform overload that accepts an XmlResolver argument and provide an instance of XmlSecureResolver or null as the argument. This message may be suppressed if the input is known to be from a trusted source and external resource resolution from locations that are not known in advance must be supported."
CA3053,XslCompiledTransformTransformInsecureXmlResolver,{0} calls {1} and passes an instance of XmlResolver as argument. This usage is potentially unsafe as untrusted external XML resources may be resolved during the transform operation. Replace this usage with an instance of XmlSecureResolver or null as the argument. This message may be suppressed if the input is known to be from a trusted source and external resource resolution from locations that are not known in advance must be supported.
CA3053,XslCompiledTransformLoadWrongOverload,"{0} calls {1}, an overload which does not accept explicit XsltSettings and XmlResolver arguments. This usage is potentially unsafe as untrusted external XML resources may be resolved during the load operation. Replace this usage with a call to an XslCompiledTransform.Load overload that accepts XslSettings and XmlResolver arguments. Specifcy XslSettings.Default as the XslSettings argument or provide an XmlSecureResolver instance or null as the XmlResolver argument. This message may be suppressed if the input is known to be from a trusted source and external resource resolution from locations that are not known in advance must be supported."
CA3053,XslCompiledTransformLoadInsecureXmlResolve,{0} calls {1} and provides an insecure XsltSettings instance and an XmlResolver instance as arguments. This usage is potentially unsafe as untrusted external XML resources may be resolved during the load operation. Either replace the use of XsltSettings.Trusted with XsltSettings.Default (as secure instance of the type) or replace the XmlResolver argurment with null or an XmlSecureResolver instance. This message may be suppressed if the input is known to be from a trusted source and external resource resolution from locations that are not known in advance must be supported.
CA3053,XmlReaderCreateWrongOverload,"{0} instantiates an XmlReader instance by calling {1}, an overload which does not accept an explicit XmlReaderSettings argument. This usage is potentially unsafe as untrusted external resources may be resolved during read operations. Provide a XmlReaderSettings instance and set the XmlResolver property to null or an instance of XmlSecureResolver."
CA3053,XmlReaderCreateInsecureXmlResolver,{0} instantiates an XmlReader instance by calling {1} and provided an XmlReaderSettings instance with an insecure XmlResolver property value. This usage is potentially unsafe as untrusted external resources may be resolved during read operations. Provide a XmlReaderSettings instance and set the XmlResolver property to null or an instance of XmlSecureResolver.
CA3053,XmlDocument,{0} instantiates and calls into an XmlDocument instance but does not appear to set its XmlResolver property to a secure value. This usage is potentially unsafe as untrusted external resources may be resolved during read operations. Set the XmlResolver instance to null or an instance of XmlSecureResolver.
CA3054,Default,"Review that the XML parsed here is from a trusted source, otherwise set settings.DtdProcessing to System.Xml.DtdProcessing.Prohibit or .Ignore"
CA3055,Default,"XmlReader by default is safe, but DtdProcessing is set to System.Xml.DtdProcessing.Parse. Review that XML is coming from a trusted source."
CA3056,Default,"Using this overload of System.Xml.XmlDocument/XmlDataDocument Load() method is potentially unsafe, replace with the Load() overload that takes an XmlReader instance"
CA3057,Default,"Using System.Xml.XmlDocument/XmlDataDocument LoadXml() method is potentially unsafe, replace with the Load() overload that takes an XmlReader instance"
CA3058,Default,"Setting the InnerXml property of System.Xml.XmlDocument/XmlDataDocument is potentially unsafe, replace with a call to the Load() method overload that takes an XmlReader instance"
CA3059,Default,"This overload of the constructor for System.Xml.XPath.Xpath.XPathDocument results in an object instance that is potentially unsafe, use a constructor overload that takes a XmlReader instance instead"
CA3060,Default,"This overload of System.Xml.Schema.XmlSchema.Read method is potentially unsafe, use the overload that takes a XmlReader instance instead"
CA3061,Default,"This overload of System.Xml.Schema.XmlSchemaCollection.Add method is potentially unsafe, use any other overload that takes a XmlReader instance or a XmlResolver instance, resolver should either be set to null or an instance of XmlSecureResolver"
CA3062,Default,"Review that the XML to be parsed here is from a trusted source, otherwise use the constructor overload that takes a XmlReader instance instead and pass in a XmlTextReader with a null XmlResolver and ideally DTD processing disabled"
CA3063,Default,"This overload of the System.Data.DataSet.ReadXml method is potentially unsafe, use an overload that takes a XmlReader instance instead"
CA3064,Default,"This overload of the System.Data.DataSet.ReadXmlSchema method is potentially unsafe, use an overload that takes a XmlReader instance instead"
CA3065,Default,"Review that the value passed in to the System.Data.DataViewManager.DataViewSettingCollectionString setter is from a trusted source, otherwise avoid using this class or sanitize the input value to not contain DTD"
CA3066,Default,"Review that the XML is from a trusted source, otherwise avoid using this control"
CA3067,Default,"Review that the XML is from a trusted source, otherwise avoid using this control"
CA3068,Default,"This overload of the constructor for the System.Xml.XmlTextReaderImpl is unsafe when used with untrusted XML, consider replacing this with overloads that take a XmlReaderSettings instance, disable DTD processing, also use a null or secure XmlResolver"
CA3069,Default,Review this assignment to ensure that DTD processing is indeed needed and that inheritance or usage in other .NET classes is all documented and acceptable as not being safe by default
CA3070,Default,"This overload of System.Xml.Serialization.XmlSerializer.Deserialize method is potentially unsafe, use an overload that takes a XmlReader instance instead"
CA3071,Default,"This overload of the System.Data.DataTable.ReadXml method is potentially unsafe, use an overload that takes a XmlReader instance instead"
CA3072,Default,"This overload of the System.Data.DataTable.ReadXmlSchema method is potentially unsafe, use an overload that takes a XmlReader instance instead"
CA3073,Default,"Review that the XML and XSL transform is from a trusted source, otherwise revise the XsltSettings to an instance that has disabled document function and script execution"
CA3074,Default,"{0} is a child of XmlTextReader which is unsafe when used to process untrusted XML, review that the XML parsed by this instance is always from a trusted source, or disable DTD processing on this instance, by setting its DtdProcessing to DtdProcessing.Ignore or Prohibit (CLR > 3.5) or set ProhibitDtd to true (CLR <= 3.5)."
CA1801,Default,Parameter {0} of {1} is never used. Remove the parameter or use it in the method body.
CA1806,ObjectCreation,"{0} creates a new instance of {1} which is never used. Pass the instance as an argument to another method, assign the instance to a variable, or remove the object creation if it is unnecessary."
CA1806,StringCreation,"{0} calls {1} but does not use the new string instance that the method returns. Pass the instance as an argument to another method, assign the instance to a variable, or remove the call if it is unnecessary."
CA1806,HResultOrErrorCode,"{0} calls {1} but does not use the HRESULT or error code that the method returns. This could lead to unexpected behavior in error conditions or low-resource situations. Use the result in a conditional statement, assign the result to a variable, or pass it as an argument to another method."
CA1806,TryParse,{0} calls {1} but does not explicitly check whether the conversion succeeded. Either use the return value in a conditional statement or verify that the call site expects that the out argument will be set to the default value when the conversion fails.
CA2200,Default,"{0} rethrows a caught exception and specifies it explicitly as an argument. Use 'throw' without an argument instead, in order to preserve the stack location where the exception was initially raised."
CA2201,TooGeneric,"{0} creates an exception of type {1}, an exception type that is not sufficiently specific and should never be raised by user code. If this exception instance might be thrown, use a different exception type."
CA2201,Reserved,"{0} creates an exception of type {1}, an exception type that is reserved by the runtime and should never be raised by managed code. If this exception instance might be thrown, use a different exception type."
CA2205,PlatformInvokeDeclaration,Remove the declaration for {0}. Callers should use the following managed alternative: {1}
CA2207,Default,Initialize all static fields in {0} when those fields are declared and remove the explicit static constructor.
CA2208,NoArguments,Call the {0} constructor that contains a message and/or paramName parameter.
CA2208,IncorrectMessage,Method {0} passes parameter name '{1}' as the {2} argument to a {3} constructor. Replace this argument with a descriptive message and pass the parameter name in the correct position.
CA2208,IncorrectParameterName,Method {0} passes '{1}' as the {2} argument to a {3} constructor. Replace this argument with one of the method's parameter names. Note that the provided parameter name should have the exact casing as declared on the method.
CA2211,Default,Consider making {0} non-public or a constant.
CA2212,Default,{0} has the WebMethod attribute applied to it and its declaring type extends ServicedComponent. This is not a supported scenario.
CA2213,Default,{0} contains field {1} that is of IDisposable type: {2}. Change the Dispose method on {0} to call Dispose or Close on this field.
CA2214,Default,{0} contains a call chain that results in a call to a virtual method defined by the class. Review the following call stack for unintended consequences: {1}
CA2216,Default,Implement a finalizer or destructor on {0}.
CA2217,Default,{0} is marked with FlagsAttribute but a discrete member cannot be found for every settable bit that is used across the range of enum values. Remove FlagsAttribute from the type or define new members for the following (currently missing) values: {1}
CA2218,Default,"Since {0} redefines Equals, it should also redefine GetHashCode."
CA2219,Finally,"Modify member {0} so that it does not raise an exception from within a finally clause. When an exception is raised from within a finally clause, the new exception hides the active exception, if present, making the original error hard to detect and debug."
CA2219,Filter,"Modify member {0} so that it does not raise an exception from within a filter clause. When an exception is raised from within a filter clause, the runtime silently catches the exception, causing the filter to evaluate to false. This makes it hard to detect and debug errors in the filter's logic."
CA2219,Fault,"Modify member {0} so that it does not raise an exception from within a fault clause. When an exception is raised from within a fault clause, the new exception hides the active exception, making the original error hard to detect and debug."
CA2220,Default,Modify {0} so that it calls its base class' finalize method.
CA2221,Default,Mark the finalizer for type {0} as protected.
CA2222,Default,"Make {0} non-private, mark it as final, or seal its declaring type. This method was originally defined in base class {1}."
CA2223,Default,'{0}' should differ from other members by more than its return type.
CA2224,Default,Override Equals on {0}.
CA2225,Default,Provide a method named '{0}' as a friendly alternate for operator {1}.
CA2225,Property,Provide a property named '{0}' as a friendly alternate for operator {1}.
CA2225,Multiple,Provide a method named '{0}' or '{1}' as an alternate for operator {2}.
CA2225,Visibility,Mark {0} as public because it is a friendly alternate for operator {1}.
CA2226,Default,"Since '{0}' redefines operator '{1}', it should also redefine operator '{2}'."
CA2227,Default,Change {0} to be read-only by removing the property setter.
CA2228,Default,Rebuild resource file {0} with a released version of .NET. The '{1}' key specified an unrecognized version '{2}'. The version found in the current mscorlib is '{3}'.
CA2229,CreateMagicConstructor,"Add a constructor to {0} with the following signature: 'protected {0}(SerializationInfo info, StreamingContext context)'."
CA2229,MakeUnsealedMagicConstructorFamily,"Declare the serialization constructor of {0}, an unsealed type, as protected."
CA2229,MakeSealedMagicConstructorPrivate,"Declare the serialization constructor of {0}, a sealed type, as private."
CA2230,Default,"Change {0} to use parameter arrays instead of varargs. For C#, use 'params'. For Visual Basic .NET and C++, use 'ParamArray'."
CA2231,Default,"Because {0} is a value type that overrides ValueType.Equals, it should also overload the equality and inequality operators (== and !=)."
CA2232,Default,Mark the entry point method {0} in assembly {1} with an STAThreadAttribute.
CA2233,Default,Correct the potential overflow in the operation '{0}' in {1}.
CA2234,Default,Modify {0} to call {1} instead of {2}.
CA2235,Default,"Field {0} is a member of type {1}, which is serializable, but is of type {2}, which is not serializable. Add the NonSerializedAttribute to {0}."
CA2236,Default,Method {0} should be modified to call its base class implementation.
CA2237,Default,Add [Serializable] to {0} as this type implements ISerializable.
CA2238,Visibility,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its accessibility to private."
CA2238,ReturnType,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its return type from {1} to void (Sub in Visual Basic)."
CA2238,Parameters,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its signature so that it takes a single parameter of type 'System.Runtime.Serialization.StreamingContext'."
CA2238,Generic,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its signature so that it is no longer generic."
CA2238,Static,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change it from static (Shared in Visual Basic) to an instance method."
CA2239,OnDeserialized,Add a 'private void OnDeserialized(StreamingContext)' method to type {0} and attribute it with the System.Runtime.Serialization.OnDeserializedAttribute.
CA2239,OnDeserializing,Add a 'private void OnDeserializing(StreamingContext)' method to type {0} and attribute it with the System.Runtime.Serialization.OnDeserializingAttribute.
CA2240,Default,Add an implementation of GetObjectData to type {0}.
CA2240,MakeVisible,Increase the accessibility of {0}.GetObjectData so that it is visible to derived types.
CA2240,MakeOverridable,Make {0}.GetObjectData virtual and overridable.
CA2242,Default,"Because direct comparisons to 'Single.NaN' or 'Double.NaN' will always return true for inequality and false for all other comparisons, replace the comparison in {0} with a call to 'Single.IsNaN' or 'Double.IsNaN'."
CA2243,Default,"In the constructor of {0}, change the value of argument {1}, which is currently ""{2}"", to something that can be correctly parsed as {3}."
CA2243,Empty,"In the constructor of {0}, change the value of argument {1}, which is currently an empty string (""""), to something that can be correctly parsed as {2}."
CA1816,NotCalledWithFinalizer,Change {0} to call {1}. This will prevent unnecessary finalization of the object once it has been disposed and it has fallen out of scope.
CA1816,NotCalled,Change {0} to call {1}. This will prevent derived types that introduce a finalizer from needing to re-implement 'IDisposable' to call it.
CA1816,NotPassedThis,{0} calls {1} on something other than itself. Change the call site to pass 'this' ('Me' in Visual Basic) instead.
CA1816,OutsideDispose,"{0} calls {1}, a method that is typically only called within an implementation of 'IDisposable.Dispose'. Refer to the IDisposable pattern for more information."
